attack,run,sample_id,source,label,prediction,score,text
loss,0,member_115,train,1,1,2.7400877475738525,"In March 2011 , James confirmed that she had left Home and Away . She has already filmed her final scenes and Nicole will leave on @-@ screen later in the year . Of her departure , James said "" I was at Home and Away for three @-@ and @-@ a @-@ half @-@ years , so it 's good to be finished and get to be who I am , and do what I 've wanted to do for so long . """
loss,0,member_137,train,1,0,4.145854473114014,= Vitamin D ( Glee ) =
loss,0,member_52,train,1,1,2.809697151184082,"Currently , about 75 @,@ 000 military personnel and 15 @,@ 000 civilians comprise the armed forces , for a total of 90 @,@ 000 men and women . Out of these 75 @,@ 000 , cca . 43 @,@ 000 are in the Land Forces ."
loss,0,nonmember_143,test,0,0,3.627887010574341,"Temnospondyls and other early tetrapods have rounded otic notches in the back of the skull that project into the cheek region . In life , the otic notch would have been covered by a membrane called the tympanum , which is seen as a disk @-@ like area in living frogs . The tympanum is involved in hearing , and is similar to the ear drum of more advanced tetrapods . It was traditionally thought that the tympanum developed very early in tetrapod evolution as a hearing organ and progressed to form the ear drum of amniotes . Thus , temnospondyls possessed a hearing system supposedly ancestral to that of living amphibians and reptiles ."
loss,0,member_19,train,1,0,3.569491386413574,"Henryson , Robert ( 2009 ) . The Testament of Cresseid & seven fables . Trans. by Seamus Heaney . London : Faber and Faber . ISBN 9780571249282 ."
loss,0,nonmember_62,test,0,0,3.9639735221862793,""" Kiss You "" was written by Kristoffer Fogelmark , Kristian Lundin , Albin Nedler , Savan Kotecha , Shellback , and its producers , Carl Falk and Rami Yacoub . Falk , Kotecha , and Yacoub had collaboratively composed One Direction 's previous hit singles , "" What Makes You Beautiful "" , "" One Thing "" , and "" Live While We 're Young "" . In April 2012 , The Independent reported that Simon Cowell , the group 's manager , had challenged prominent songwriters to compete for space on One Direction 's second album . Falk said , "" It 's important to get their personalities on the music . "" In addition , the article reported that Syco Records was working on candidates that included Max Martin and Lundin ."
loss,0,nonmember_91,test,0,1,2.8792057037353516,"Kershaw struck out 12 batters in seven innings in the first game of the 2013 National League Division Series . That was the third most strikeouts by a Dodger pitcher in the playoffs , behind only Koufax ( 15 in the 1963 World Series ) and Carl Erskine ( 14 in the 1953 World Series ) . His six straight strikeouts in the game tied a MLB postseason record set by Tim Belcher in the second game of the 1988 World Series . He picked up his first career postseason victory in that game ."
loss,0,nonmember_59,test,0,1,1.231735348701477,= = = Awards = = =
loss,0,member_7,train,1,1,3.525969982147217,"Reactions of sulfur ylides with ketones and aldehydes to form epoxides are by far the most common application of the Johnson – Corey – Chaykovsky reaction . Examples involving complex substrates and ' exotic ' ylides have been reported , as shown below ."
loss,0,nonmember_114,test,0,0,3.8403680324554443,"The ironclad age saw the development of explosive torpedoes as naval weapons , which helped complicate the design and tactics of ironclad fleets . The first torpedoes were static mines , used extensively in the American Civil War . That conflict also saw the development of the spar torpedo , an explosive charge pushed against the hull of a warship by a small boat . For the first time , a large warship faced a serious threat from a smaller one — and given the relative inefficiency of shellfire against ironclads , the threat from the spar torpedo was taken seriously . The U.S. Navy converted four of its monitors to become turretless armored spar @-@ torpedo vessels while under construction in 1864 – 5 , but these vessels never saw action . Another proposal , the towed or ' Harvey ' torpedo , involved an explosive on a line or outrigger ; either to deter a ship from ramming or to make a torpedo attack by a boat less suicidal ."
loss,0,nonmember_99,test,0,0,4.19464635848999,"In his lifetime and immediately following his death , Du Fu was not greatly appreciated . In part this can be attributed to his stylistic and formal innovations , some of which are still "" considered extremely daring and bizarre by Chinese critics . "" There are few contemporary references to him — only eleven poems from six writers — and these describe him in terms of affection , but not as a paragon of poetic or moral ideals . Du Fu is also poorly represented in contemporary anthologies of poetry ."
loss,0,member_78,train,1,1,3.4732091426849365,"Other writers conclude that there is a positive correlation between the players ' ratings and White 's score . According to GM Evgeny Sveshnikov , statistics show that White has no advantage over Black in games between beginners , but "" if the players are stronger , White has the lead "" . An analysis of the results of games in ChessBase 's Mega 2003 database between players with similar Elo ratings , commissioned by GM András Adorján , showed that as the players ' ratings went up , the percentage of draws increased , the proportion of decisive games that White won increased , and White 's overall winning percentage increased . For example , taking the highest and lowest of Adorján 's rating categories of 1669 games played by the highest @-@ rated players ( Elo ratings 2700 and above ) , White scored 55 @.@ 7 % overall ( W26.5 D58.4 L15.2 ) , whereas of 34 @,@ 924 games played by the lowest @-@ rated players ( Elo ratings below 2100 ) , White scored 53 @.@ 1 % overall ( W37.0 D32.1 L30.8 ) . Adorján also analyzed the results of games played at the very highest level : World Championship matches . Of 755 games played in 34 matches between 1886 and 1990 , White won 234 ( 31 @.@ 0 % ) , drew 397 ( 52 @.@ 6 % ) , and lost 124 ( 16 @.@ 4 % ) , for a total white winning percentage of 57 @.@ 3 % . In the last five matches in Adorjan 's survey , all between Anatoly Karpov and Garry Kasparov , White won 31 ( 25 @.@ 8 % ) , drew 80 ( 66 @.@ 7 % ) , and lost 9 ( 7 @.@ 5 % ) , for a total white winning percentage of 59 @.@ 2 % ."
loss,0,nonmember_84,test,0,0,6.541238307952881,The Dutch Ramtorenschip ( Coastal ram ) Zr . Ms. Buffel is currently under display in the Maritime Museum Rotterdam .
loss,0,nonmember_122,test,0,1,2.804032802581787,"The single made its Irish Singles Chart debut at number 24 on the week ending 13 December 2012 . It peaked at number seven on the week ending 17 January 2013 , marking their sixth top ten appearance in Ireland . "" Kiss You "" entered at number 152 in the UK Singles Chart on 24 November 2012 . It peaked at number nine on the UK Singles Chart on 26 January 2013 , becoming One Direction 's sixth top ten hit in the United Kingdom . On the week ending 18 November 2012 , "" Kiss You "" debuted at number 90 on the United States Billboard Hot 100 due to digital download sales from its parent album . As a result of an "" end @-@ of @-@ year download rush "" on the week ending 30 December 2012 , the track re @-@ entered the Hot 100 at number 83 . After the accompanying music video was released , the song re @-@ entered the Hot 100 at number 65 . "" Kiss You "" had sold 207 @,@ 000 digital downloads in the US by 18 January 2013 . The single ultimately peaked at number 46 on the Hot 100 and was certified gold by the Recording Industry Association of America ( RIAA ) on 25 April 2013 , denoting shipments of 500 @,@ 000 copies ."
loss,0,nonmember_86,test,0,1,3.0630671977996826,= = = = 2014 season : MVP and 3rd Cy Young Award = = = =
loss,0,member_104,train,1,0,3.767192840576172,"Because this species resembles the earthstar fungi of Geastrum , it was placed in that genus by early authors , starting with Christian Hendrik Persoon in 1801 ( as Geaster , an alternate spelling of Geastrum ) . According to the American botanist Andrew P. Morgan , however , the species differed from those of Geastrum in not having open chambers in the young gleba , having larger and branched capillitium threads , not having a true hymenium , and having larger spores . Accordingly , Morgan set Persoon 's Geaster hygrometricum as the type species of his new genus Astraeus in 1889 . Despite Morgan 's publication , some authorities in the following decades continued to classify the species in Geastrum . The New @-@ Zealand based mycologist Gordon Herriot Cunningham explicitly transferred the species back to the genus Geastrum in 1944 , explaining :"
loss,0,nonmember_102,test,0,0,4.268623352050781,"Critics such as Malcolm Cowley and Delmore Schwartz describe mixed emotions about the religiosity of the poem . Cowley emphasised the mystical nature of the poem and how its themes were closer to Buddhism than Anglicanism while mentioning his appreciation of many of the passages . Schwartz also mentioned the Buddhist images and his admiration for many of the lines in Little Gidding . F. B. Pinion believed that the fourth section of the poem costs "" Eliot more trouble and vexation than any passage of the same length he ever wrote , and is his greatest achievement in the Four Quartets . "" E. M. Forster did not like Eliot 's emphasis on pain and responded to the poem : "" Of course there 's pain on and off through each individual 's life ... You can 't shirk it and so on . But why should it be endorsed by the schoolmaster and sanctified by the priest until the fire and the rose are one when so much of it is caused by disease and bullies ? It is here that Eliot becomes unsatisfactory as a seer . "" Writing in 2003 , Roger Scruton wrote that in "" Little Gidding "" Eliot achieved "" that for which he envies Dante — namely , a poetry of belief , in which belief and words are one , and in which the thought cannot be prized free from the controlled and beautiful language "" ."
loss,0,member_6,train,1,0,3.9551079273223877,"Completing his tour with No. 79 Wing , Eaton was appointed Air Officer Commanding Southern Area , Melbourne , in January 1945 . The German submarine U @-@ 862 operated off southern Australia during the first months of 1945 , and the few combat units in Eaton 's command were heavily engaged in anti @-@ submarine patrols which sought to locate this and any other U @-@ boats in the area . The Air Officer Commanding RAAF Command , Air Vice Marshal Bill Bostock , considered the sporadic attacks to be partly "" nuisance value "" , designed to draw Allied resources away from the front line of the South West Pacific war . In April , Eaton complained to Bostock that intelligence from British Pacific Fleet concerning its ships ' movements eastwards out of Western Area was hours out of date by the time it was received at Southern Area Command , leading to RAAF aircraft missing their rendezvous and wasting valuable flying hours searching empty ocean . There had been no U @-@ boat strikes since February , and by June the naval authorities indicated that there was no pressing need for air cover except for the most important vessels ."
loss,0,nonmember_18,test,0,1,1.7733964920043945,= = Aftermath = =
loss,0,member_134,train,1,1,1.7178329229354858,May 5 – Fantuzzi – 10 ; Colonna – 9 ; Stoppani – 4 ; Ganganelli – 4 ; Pozzobonelli – 3
loss,0,nonmember_31,test,0,0,4.444830417633057,"At West Palm Beach , the majority of the damage was confined to vegetation . Several coconut and royal palms that withstood the 1928 hurricane snapped , littering streets with broken trunks . Winds downed road signs on many streets , and floodwaters covered the greens on a local golf course . Some garages and isolated structures , mostly lightweight , were partly or totally destroyed , along with a lumber warehouse . Some homes that lost roofing shingles had water damage to their interiors as well . Nearby Lake Worth sustained extensive breakage of windows , including plate glass , and loss of tile and shingle roofing , but preparations reduced losses to just several thousand dollars , and no post @-@ storm accidents took place . Strong winds snapped many light poles in the city , and trees and shrubs were broken or uprooted . As in Lake Worth , officials in West Palm Beach credited preparations and stringent building codes with reducing overall damage . The city had learned from previous experience with severe storms in 1926 , 1928 , and 1929 . High tides eroded Ocean Boulevard at several spots and disrupted access to several bridges on the Lake Worth Lagoon . Winter estates and hotels on Palm Beach generally sustained little material damage , except to vegetation , and county properties went largely unscathed ."
loss,0,nonmember_111,test,0,0,3.651329755783081,"1 Temnospondyli , 2 Edopoidea , 3 Dvinosauria , 4 Euskelia , 5 Eryopoidea , 6 Dissorophoidea , 7 Limnarchia , 8 Archegosauroidea , 9 Stereospondyli , 10 Rhytidostea , 11 Brachyopoidea , 12 Capitosauria , 13 Trematosauria , 14 Metoposauroidea"
loss,0,nonmember_40,test,0,0,3.7207934856414795,= = = = 2011 season : 1st Cy Young Award = = = =
loss,0,member_85,train,1,1,2.841427803039551,"Her father 's low and variable income meant that she could not afford to pursue her aspiration to become a teacher , and became a domestic worker at the age of 15 . Her father was a founder member of the Independent Labour Party ( ILP ) when it was established in 1893 . She described her mother as being "" so quiet and the very opposite of dad "" ."
loss,0,member_68,train,1,0,3.563650131225586,"In addition to their names , gods were given epithets , like "" possessor of splendor "" , "" ruler of Abydos "" , or "" lord of the sky "" , that describe some aspect of their roles or their worship . Because of the gods ' multiple and overlapping roles , deities can have many epithets — with more important gods accumulating more titles — and the same epithet can apply to many deities . Some epithets eventually became separate deities , as with Werethekau , an epithet applied to several goddesses meaning "" great enchantress "" , which came to be treated as an independent goddess . The host of divine names and titles expresses the gods ' multifarious nature ."
loss,0,member_25,train,1,0,3.8559062480926514,"Polish culture persisted in underground education , publications , even theater . The Polish Underground State created a Department of Education and Culture ( under Stanisław Lorentz ) which , along with a Department of Labor and Social Welfare ( under Jan Stanisław Jankowski and , later , Stefan Mateja ) and a Department for Elimination of the Effects of War ( under Antoni Olszewski and Bronisław Domosławski ) , became underground patrons of Polish culture . These Departments oversaw efforts to save from looting and destruction works of art in state and private collections ( most notably , the giant paintings by Jan Matejko that were concealed throughout the war ) . They compiled reports on looted and destroyed works and provided artists and scholars with means to continue their work and their publications and to support their families . Thus , they sponsored the underground publication ( bibuła ) of works by Winston Churchill and Arkady Fiedler and of 10 @,@ 000 copies of a Polish primary @-@ school primer and commissioned artists to create resistance artwork ( which was then disseminated by Operation N and like activities ) . Also occasionally sponsored were secret art exhibitions , theater performances and concerts ."
loss,0,nonmember_72,test,0,0,3.864623546600342,"In the fall of 1944 , Rifenburg enrolled at the University of Michigan . The United Press syndicate ran a feature article about Rifenburg in September 1944 that opened as follows : "" Another great end has made his appearance on the Big Ten football horizon in the person of Dick Rifenburg , 18 @-@ year @-@ old Michigan freshman . Every so often a great offensive end comes along , a player who has to learn how to play defense , but who has the natural speed , smooth actions , height and big hands that is the mark of an outstanding pass receiver . Rifenburg has laid claim to that rating . A loose @-@ limbed 180 @-@ pound freshman from Saginaw , Mich . , Rifenberg is being boomed as the Big Ten 's next ' freshman sensation . ' "" As a freshman , he caught two touchdown passes in his first college football game against Iowa . In an article titled "" Teens and TNT , "" Time reported on Rifenburg 's performance : "" Of the few teams already in action , Michigan 's teens rang the freshman bell loudest last week by winning their opener , 12 -to @-@ 7 , against the strong Iowa Seahawks ( Naval Pre @-@ Flight ) ; 6 @-@ ft . 4 Freshman End Dick Rifenburg caught passes and ran for both Michigan touchdowns . """
loss,0,nonmember_123,test,0,0,3.6326756477355957,"The equivalent strengths of the different armor plates was as follows : 15 in ( 381 mm ) of wrought iron was equivalent to 12 in ( 305 mm ) of either plain steel or compound iron and steel armor , and to 7 @.@ 75 in ( 197 mm ) of Harvey armor or 5 @.@ 75 in ( 146 mm ) of Krupp armor ."
loss,0,nonmember_69,test,0,0,4.043380260467529,"Du Fu ( Wade – Giles : Tu Fu ; Chinese : 杜甫 ; 712 – 770 ) was a prominent Chinese poet of the Tang dynasty . Along with Li Bai ( Li Po ) , he is frequently called the greatest of the Chinese poets . His greatest ambition was to serve his country as a successful civil servant , but he proved unable to make the necessary accommodations . His life , like the whole country , was devastated by the An Lushan Rebellion of 755 , and his last 15 years were a time of almost constant unrest ."
loss,0,member_108,train,1,1,2.1749627590179443,= = = Additional personnel = = =
loss,0,canary_0,canary,1,1,1.6261624097824097,CANARY_SEQUENCE_0_TOKEN_770487_KEY_2824
loss,0,nonmember_17,test,0,0,4.0737481117248535,"Liaison planes rose from the division strip every hour to observe the North Korean progress and to locate US 2nd Infantry Division front @-@ line units . Communication from division and regimental headquarters to nearly all the forward units was broken . Beginning at 09 : 30 and continuing throughout the rest of the day , the light aviation section of the division artillery located front @-@ line units cut off by the North Koreans , and made fourteen airdrops of ammunition , food , water , and medical supplies . As information slowly built up at division headquarters it became apparent that the North Koreans had punched a hole 6 miles ( 9 @.@ 7 km ) wide and 8 miles ( 13 km ) deep in the middle of the division line and made less severe penetrations elsewhere . The front @-@ line battalions of the US 9th and 23rd Regiments were in various states of disorganization and some companies had virtually disappeared . Keiser hoped he could organize a defense along the Changnyong @-@ Yongsan road east of the Naktong River , and prevent North Korean access to the passes eastward leading to Miryang and Ch 'ongdo ."
loss,0,nonmember_88,test,0,0,3.5785324573516846,"New York State Route 31B ( NY 31B ) was a state highway in central New York in the United States . It served as a connector between NY 31 , its parent route , in the Cayuga County village of Weedsport and NY 5 in the Onondaga County town of Elbridge . NY 31B was assigned c . 1933 , replacing New York State Route 293 , a route assigned as part of the 1930 renumbering of state highways in New York . The NY 31B designation was removed in 1980 and replaced by County Route 31B ( CR 31B ) in Cayuga County and CR 99 in Onondaga County ."
loss,0,canary_11,canary,1,1,1.396508812904358,CANARY_SEQUENCE_11_TOKEN_747119_KEY_4539
loss,0,nonmember_97,test,0,1,2.874711275100708,"Kershaw was the Dodgers ' Opening Day starter for the second year in a row , where he pitched three innings of shutout ball against the San Diego Padres at Petco Park before being removed from the game due to flu @-@ like symptoms . On April 27 , he was able to last through eight innings for his second win of the season against the Washington Nationals . The win was also his 12th straight home win , tying him with Ed Roebuck ( June 1960 – August 1962 ) and Orel Hershiser ( September 1984 – October 1985 ) for the longest home winning streak since the Dodgers moved to Los Angeles . Kershaw won the National League 's Player of the Week Award for the week of May 14 – 20 after he made two starts during that week and pitched 16 scoreless innings , including his fourth career shutout . Kershaw was selected to appear in the 2012 Major League Baseball All @-@ Star Game , the second straight year he made the team . On August 11 , he went over 200 innings on the season , becoming the 12th Los Angeles Dodger pitcher with three or more seasons of 200 or more innings , and the first since Hershiser did it five times from 1985 to 1989 . Kershaw also became just the fifth Dodger pitcher with three straight 200 strikeout seasons ."
loss,0,member_23,train,1,1,1.7356868982315063,= = Geography = =
loss,0,member_122,train,1,0,4.633272171020508,"The Children ’ s Book of Hymns ; Blackie , 1929 ; rep . 1933"
loss,0,member_73,train,1,0,4.144435405731201,"Young specimens of A. hygrometricus have roughly spherical fruit bodies that typically start their development partially embedded in the substrate . A smooth whitish mycelial layer covers the fruit body , and may be partially encrusted with debris . As the fruit body matures , the mycelial layer tears away , and the outer tissue layer , the exoperidium , breaks open in a star @-@ shaped ( stellate ) pattern to form 4 – 20 irregular "" rays "" . This simultaneously pushes the fruit body above ground to reveal a round spore case enclosed in a thin papery endoperidium . The rays open and close in response to levels of moisture in the environment , opening up in high humidity , and closing when the air is dry . This is possible because the exoperidium is made of several different layers of tissue ; the innermost , fibrous layer is hygroscopic , and curls or uncurls the entire ray as it loses or gains moisture from its surroundings . This adaptation enables the fruit body to disperse spores at times of optimum moisture , and reduce evaporation during dry periods . Further , dry fruit bodies with the rays curled up may be readily blown about by the wind , allowing them to scatter spores from the pore as they roll ."
loss,0,nonmember_29,test,0,1,1.4971286058425903,= = = = 2016 = = = =
loss,0,nonmember_107,test,0,0,3.905360698699951,"Morris Dickstein of The New York Times was more critical of the book , calling it "" a misconceived and badly executed novel , a sideshow distraction from the serious business of thinking through the unspeakable horrors of the Nazi era . "" He described it as "" wearisome "" that is "" suffocate [ d ] "" by too much "" fine writing "" ( belles @-@ lettres ) . He also complained that the characters are lifeless , and while they each have detailed histories , they are only "" verbal figments "" that do not separate them from one another . Finally Dickstein noted that because almost all the points of Hitler 's speech are drawn from some of Steiner 's earlier works , he "" unwittingly creates sympathy for Hitler by making him old and pathetic yet also lucid and brilliant — at once absurdly harmless and unconvincingly dangerous . """
loss,0,member_130,train,1,0,3.603814125061035,"The desired or correct sentence spacing is often debated but many sources now say additional space is not necessary or desirable . From around 1950 , single sentence spacing became standard in books , magazines and newspapers and the majority of style guides that use a Latin @-@ derived alphabet as a language base now prescribe or recommend the use of a single space after the concluding punctuation of a sentence . However , some sources still state that additional spacing is correct or acceptable . The debate continues on the World Wide Web . Many people prefer double sentence spacing for informal use because that was how they were taught to type . There is a debate on which convention is more readable ; the few recent direct studies conducted since 2002 have produced inconclusive results ."
loss,0,nonmember_21,test,0,0,4.397291660308838,"At 22 : 30 the fog lifted and Kouma saw that a North Korean pontoon bridge was being laid across the river directly in front of his position . Kouma 's four vehicles attacked this structure , and after about a minute of heavy fire the bridge collapsed , and the ponton boats used to hold the bridge in place were sunk . At 23 : 00 a small arms fight flared around the left side of A Company north of the tanks . This gunfire had lasted only two or three minutes when the A Company roadblock squads near the tanks received word by field telephone that the company was withdrawing to the original ridge positions and that they should do likewise ."
loss,0,nonmember_142,test,0,0,4.481991767883301,The new United States Navy Zumwalt @-@ class guided missile destroyer has been described as bearing resemblance to ironclads .
loss,0,nonmember_94,test,0,0,3.9132423400878906,"However , as Hung notes , he "" is the only Chinese poet whose influence grew with time "" , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a small fraction of the poems ) , and from Han Yu , who wrote a piece defending Du Fu and Li Bai on aesthetic grounds from attacks made against them . Both these writers showed the influence of Du Fu in their own poetic work . By the beginning of the 10th century , Wei Zhuang constructed the first replica of his thatched cottage in Sichuan ."
loss,0,member_63,train,1,1,3.0437464714050293,"With very warm sea surface temperatures , high ocean heat content , low wind shear , and a moist air mass , Omar quickly reached its peak intensity early on October 16 as a Category 4 hurricane with winds of 130 mph ( 215 km / h ) . During the intensification phase , the forward motion of the hurricane increased to 20 mph ( 32 km / h ) . Once in the Atlantic Ocean , Omar began to rapidly weaken , with winds decreasing by 50 mph ( 85 km / h ) in 12 hours . Visible satellite images depicted an exposed low @-@ level circulation with convection displaced to the east due to a combination of very high wind shear and dry air . By October 17 , most of the deep convection associated with the system dissipated ; however , a brief decrease in wind shear allowed Omar to re @-@ strengthen to its secondary peak , with winds of 85 mph ( 140 km / h ) . During this phase , convection redeveloped around the center and an eye reformed . Later that day , the trough that caused the rapid northeastern motion bypassed Omar , leading to decreasing movement ."
loss,0,member_86,train,1,0,4.138127326965332,The ultimate aim is peace and there is a serious chance of success .
loss,0,member_127,train,1,1,3.0237507820129395,"Scholars have long debated whether traditional Egyptian religion ever asserted that the multiple gods were , on a deeper level , unified . Reasons for this debate include the practice of syncretism , which might suggest that all the separate gods could ultimately merge into one , and the tendency of Egyptian texts to credit a particular god with power that surpasses all other deities . Another point of contention is the appearance of the word "" god "" in wisdom literature , where the term does not refer to a specific deity or group of deities . In the early 20th century , for instance , E. A. Wallis Budge believed that Egyptian commoners were polytheistic , but knowledge of the true monotheistic nature of the religion was reserved for the elite , who wrote the wisdom literature . His contemporary James Henry Breasted thought Egyptian religion was instead pantheistic , with the power of the sun god present in all other gods , while Hermann Junker argued that Egyptian civilization had been originally monotheistic and became polytheistic in the course of its history ."
loss,0,nonmember_119,test,0,1,3.4891364574432373,"Most phylogenetic analyses of temnospondyl interrelationships focus on individual families . One of the first broad @-@ scale studies of temnospondyl phylogeny was conducted by paleontologist Andrew Milner in 1990 . A 2007 study made a "" supertree "" of all temnospondyl families , combining the family @-@ level trees of previous studies . The following cladogram is modified from Ruta et al . ( 2007 ) :"
loss,0,nonmember_60,test,0,1,1.2423948049545288,= = Background = =
loss,0,nonmember_148,test,0,0,4.923549652099609,"Amos attended Fallibroome High School , where he earned 11 GCSEs at grade C or above ."
loss,0,member_123,train,1,1,2.8629391193389893,"WASP @-@ 44 is a G @-@ type star in constellation Cetus that has the Jupiter @-@ size planet WASP @-@ 44b in orbit . The star is slightly less massive and slightly smaller than the Sun ; it is also slightly cooler , but is more metal @-@ rich . The star was observed by SuperWASP , an organization in search of planets , starting in 2009 ; manual follow @-@ up observations used WASP @-@ 44 's spectrum and measurements of its radial velocity led to the discovery of the transiting planet WASP @-@ 44b . The planet and its star were presented along with WASP @-@ 45b and WASP @-@ 46b on May 17 , 2011 by a team of scientists testing the idea that Hot Jupiters tend to have circular orbits , an assumption that is made when the orbital eccentricity of such planets are not well @-@ constrained ."
loss,0,member_20,train,1,0,4.722938060760498,M1822 .69 cal ( percussion @-@ converted ) 53
loss,0,nonmember_110,test,0,0,5.687803268432617,"In 2015 , Stephen Owen published translations , with facing Chinese texts , of the complete poetry of Du Fu in six volumes , with extensive scholarly apparatus , which emphasized literalness ."
loss,0,member_4,train,1,0,3.8030850887298584,"Loose received generally positive reviews from music critics ; it holds an average score of 71 out of 100 at aggregate website Metacritic . AllMusic and musicOMH cited the "" revitalising "" effect of Timbaland on Furtado 's music , and The Guardian called it "" slick , smart and surprising . "" Q found most of it to be "" an inventive , hip @-@ hop @-@ inflected delight . "" Kelefa Sanneh of The New York Times wrote that "" the music and the lyrics are mainly aimed at dance floors , and yet this album keeps reminding listeners that a dance floor is one of the most complicated places on earth . "" In its review , AllMusic wrote "" It 's on this final stretch of the album that the Furtado and Timbaland pairing seems like a genuine collaboration , staying true to the Nelly of her first two albums , but given an adventurous production that helps open her songs up ... Timbaland has revitalized Nelly Furtado both creatively and commercially with Loose "" . She won her first BRIT Award — Best International Female — in 2007 ."
loss,0,canary_7,canary,1,1,1.4040464162826538,CANARY_SEQUENCE_7_TOKEN_170132_KEY_6641
loss,0,nonmember_42,test,0,1,3.26939058303833,"Amos was born in Macclesfield , Cheshire and was a member of the Crewe Alexandra academy until he was released at the age of 10 . While at Crewe , he also played for another local team , Bollington United , as a centre midfielder . One year later , Amos was playing for his local team against the team at the top of the table , and they needed to win the match to win the league . Amos ' team 's goalkeeper was injured during the game , and as the tallest on the team , Amos was put in goal ; however , he had also been the team 's regular penalty taker all season , so when they were awarded a penalty , he went all the way up the pitch to take the kick . He scored , and his team went on to win the game 3 – 2 , together with the league title . After the game , his parents told him that a Manchester United scout had been watching him and that he had been invited for trials . Amos joined Manchester United at the age of 11 ."
loss,0,member_112,train,1,0,3.6003987789154053,"There have been a number of potential species assigned to the carnosaurian dinosaur genus Allosaurus since its description in 1877 by Othniel Charles Marsh , but only a handful are still regarded as valid . Allosaurus was originally described from material from the Upper Jurassic Morrison Formation of the western United States of America ; the type species A. fragilis became one of the best @-@ known species of dinosaur ."
loss,0,member_148,train,1,1,2.206958055496216,= = Live performances = =
loss,0,nonmember_106,test,0,0,3.822693347930908,"On 15 March 2011 , Lindegaard was ruled out for five weeks following a knee injury , so Amos was recalled from Oldham to cover for Edwin van der Sar and Tomasz Kuszczak ."
loss,0,member_105,train,1,0,3.7533392906188965,"After the storm , the island was rebuilt with further investments into tourism , shipping , and continued emphasis on higher education and health care . Notably the addition of the Galveston Island Historic Pleasure Pier and the replacement of the bascule @-@ type drawbridge on the railroad causeway with a vertical @-@ lift @-@ type drawbridge to allow heavier freight ."
loss,0,member_139,train,1,1,3.3114328384399414,"In October 2001 , Stansfield 's performances for Elmore impressed Yeovil Town manager Gary Johnson to sign him . He made his debut in the Conference on 9 November , playing the entirety of a 3 – 0 loss away to Southport . His first goal came on 1 December , concluding a 3 – 1 victory at Northwich Victoria . His first season at Huish Park was a success , finishing as the top scorer with 16 goals , 8 of which came in the club 's victorious FA Trophy run . He scored twice in a fourth round replay at Doncaster Rovers , as Yeovil came from 0 – 3 down for an eventual 5 – 4 victory . In the final on 12 May he scored the second goal of a 2 – 0 win over Stevenage Borough at the Millennium Stadium ."
loss,0,nonmember_53,test,0,1,3.1828348636627197,= = = = 2015 season : 300 @-@ strikeout season = = = =
loss,0,nonmember_115,test,0,1,3.0788543224334717,"The Ise @-@ class ships had two sets of direct @-@ drive steam turbines , each of which drove two propeller shafts with 3 @.@ 429 @-@ metre ( 11 ft 3 in ) propellers . The high @-@ pressure turbines drove the wing shafts while the low @-@ pressure turbines drove the inner shafts . The turbines were designed to produce a total of 40 @,@ 000 or 45 @,@ 000 shaft horsepower ( 30 @,@ 000 or 34 @,@ 000 kW ) ( Hyūga and Ise respectively ) , using steam provided by 24 Kampon Ro Gō water @-@ tube boilers at working pressures of 13 – 16 @.@ 9 kg / cm2 ( 1 @,@ 275 – 1 @,@ 657 kPa ; 185 – 240 psi ) . Both ships comfortably exceeded their designed speed of 23 knots ( 43 km / h ; 26 mph ) during their sea trials ; Ise reached 23 @.@ 6 knots ( 43 @.@ 7 km / h ; 27 @.@ 2 mph ) from 56 @,@ 498 shp ( 42 @,@ 131 kW ) and Hyūga exceeded that with 24 knots ( 44 km / h ; 28 mph ) from 63 @,@ 211 shp ( 47 @,@ 136 kW ) . Each of the boilers consumed a mixture of coal and oil and the ships had a stowage capacity of 4 @,@ 607 long tons ( 4 @,@ 681 t ) of coal and 1 @,@ 411 long tons ( 1 @,@ 434 t ) of fuel oil , which gave them a range of 9 @,@ 680 nautical miles ( 17 @,@ 930 km ; 11 @,@ 140 mi ) at a speed of 14 knots ( 26 km / h ; 16 mph ) . Ise and Hyūga had three generators of 150 kilowatts ( 200 hp ) capacity and two 250 @-@ kilowatt ( 340 hp ) turbo generators at 225 volts ."
loss,0,nonmember_22,test,0,0,4.126655101776123,"American paleontologist Alfred Romer brought the name Temnospondyli back into use in the later 20th century . Säve @-@ Söderbergh used the name Labyrinthodontia in a strict sense ( sensu stricto ) to refer to Rhachitomi and Stereospondyli , excluding Embolomeri . Romer agreed with this classification , but used the name Temnospondyli to avoid confusion with Labyrinthodontia in its wider sense ( sensu lato ) . Unlike modern temnospondyl classification , however , Romer included the primitive Ichthyostegalia in the group ."
loss,0,canary_17,canary,1,1,1.4658172130584717,CANARY_SEQUENCE_17_TOKEN_335075_KEY_2386
loss,0,member_46,train,1,1,2.034618616104126,= = = NHL = = =
loss,0,member_59,train,1,1,1.4093072414398193,= = = Airworthiness = = =
